District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,_orig_id,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Nilphamari,Kharif 2,Lentil,15052.907823993828,17.223185689527867,71.38326156392326,20.07294338859625,6.928086749948879,15.02999463153854,9.976593550781953,19.870434561982027,89.96628758910293,94.71020977055514,84.46812877898824,171.3240480067501,1291.5832885552911,lentil,1006,1,46,15,6,7.1643980441944635
Noakhali,Kharif 2,Lentil,8593.967143052396,15.276660208386396,66.67865273218496,20.384159183646997,6.91569132936638,15.229726315400082,10.015948382073706,19.744322146559576,90.30453291933718,94.4785684352368,84.55919590632529,191.61542407536348,2246.8109985042142,lentil,1007,1,47,15,6,7.717712132080566
Pabna,Kharif 2,Lentil,30792.371996556107,16.91760341718865,68.53599119370303,20.438017928659544,6.942182272689556,14.905079304674022,10.293185699687935,20.273632317422745,89.06880951606271,95.04652975536608,86.02689032010606,132.38682438883862,33916.11245322887,lentil,1008,1,48,15,6,10.431674958134499
Panchagar,Kharif 2,Lentil,12724.091899085552,19.260470727824277,69.74748613064797,19.721412812440143,6.9162989977591804,14.881487049730891,9.544588502691855,20.046658505386198,89.43285880847814,94.5850754080204,83.8854129891239,157.58165564573156,9983.84011260572,lentil,1009,1,49,15,6,9.208823232963145
Rajbari,Kharif 2,Lentil,10036.554594126756,15.415088457237973,70.94584085108973,17.74847336480088,6.919579236631823,15.246504870680257,9.533258130206566,19.88642722890353,89.75922001092219,93.8860603044912,83.73519157560875,154.6982201739945,11.576923253591303,lentil,1012,1,52,15,6,2.531863646922786
Rajshahi,Kharif 2,Lentil,45199.65638448007,18.47992677112,70.30541906671017,19.14042920102569,6.925390154365554,14.984192139012444,10.20057213859998,20.75154910676817,91.8324675585993,93.44477897429496,84.53203970413692,124.6429848199356,19734.209666573886,lentil,1013,1,53,15,6,9.890159612138504
Rangpur,Kharif 2,Lentil,6506.927718811215,21.00321831423323,70.69267760198203,18.83371288041774,6.917169016993189,15.060606071249744,10.095962346417132,20.222207165455654,91.04601984892174,95.60531502151498,85.52343690020653,182.27959840691892,13635.984308703888,lentil,1015,1,55,15,6,9.52054081521582
Shariatpur,Kharif 2,Lentil,0.0,16.897872364517756,66.36044095944347,18.518682787724977,6.946817236582014,14.663011850320078,9.693740302341258,19.954775725827503,89.10129455395042,95.22027473669093,85.18546327731836,156.7246378778464,13133.21160473302,lentil,1017,1,57,15,6,9.482975677838814
Sunamganj,Kharif 2,Lentil,16336.151173598682,14.745301789654976,68.26309872292966,22.27606876562015,6.938635083631147,15.22803092949228,10.113785798060883,20.746530237517508,90.8849892308985,95.13950577475325,85.78571899960578,337.7686889477911,8572.373710915746,lentil,1020,1,60,15,6,9.05641659934371
Sylhet,Kharif 2,Lentil,12049.167150860552,16.775847853415982,68.21721766460323,20.998521095911,6.939042116016092,15.290884108935778,9.851101618697166,19.97085311663384,90.48495120986064,96.885649590957,85.23626791619733,326.81902137336203,25532.392038127586,lentil,1021,1,61,15,6,10.147742366201308
Thakurgaon,Kharif 2,Lentil,0.0,18.51641198363228,68.69160426874721,16.933489596128215,6.932242530603019,15.207276792074488,10.202301712290172,20.65715108577391,89.77500164493837,95.33377260750112,85.62605188475918,156.45793607121584,10409.332008745489,lentil,1023,1,63,15,6,9.250554054351683
Bagerhat,Kharif 1,Maize 1,1097.2212456339062,77.57799695425668,50.7193051885878,18.751505207140223,6.265646191624498,26.875892910141232,20.47998734201805,33.84700545752352,73.35824896277589,84.84817837666094,59.87350457731375,143.9214840691457,16488.097335688813,maize,1024,0,0,16,7,9.71045467395158
Bandarban,Kharif 1,Maize 1,0.0,76.8464625903298,48.76443557161323,17.871034569066193,6.261232493350002,26.859604588901583,19.974802049802012,34.02595715195882,72.2121544078974,85.0115762487632,61.17896148675033,248.8154499158647,12159.546296206316,maize,1025,0,1,16,7,9.405952080185891
Barguna,Kharif 1,Maize 1,6454.110996980212,78.97409411834239,49.39266730050068,22.859938736818624,6.241876704878804,27.172360755281584,19.54726532813313,33.83675795535657,71.47194972029054,84.710202637065,59.74473020499055,201.95617146335405,9233.722933174393,maize,1026,0,2,16,7,9.130725890361338
Bhola,Kharif 1,Maize 1,0.0,74.83662580303591,48.63088786121772,20.25583479071018,6.241458550986991,27.1640222674258,20.055066895558184,33.66417717439435,71.59249773100801,85.48715258114557,59.428163635788586,185.4497304537345,18750.439537515274,maize,1028,0,4,16,7,9.83902580378563
Chandpur,Kharif 1,Maize 1,0.0,76.38180707311318,50.17512498186568,21.139478063010667,6.24125038006648,26.9517553651442,20.25325832461644,34.154377600261206,71.93317266215192,84.43535087430857,58.54020953547917,168.5059557244218,27015.740271632145,maize,1031,0,7,16,7,10.204211962920088
Chapai Nawabganj,Kharif 1,Maize 1,0.0,79.10273531824826,48.89974662892418,20.63373119711209,6.252035749776512,27.068680779738887,20.209170327803285,33.505744755961416,72.18166209355365,83.05779484261143,61.73911010264607,131.0398399199613,8559.403883195555,maize,1032,0,8,16,7,9.054902650639026
Cumilla,Kharif 1,Maize 1,4189.059810386346,80.17439875350726,47.428726578301614,19.201852560435007,6.243939268817624,26.65997166391289,19.686341623212783,33.58287889660289,72.05961493295308,85.0512787609956,60.11391437630304,186.3625545640306,25104.039240681457,maize,1036,0,12,16,7,10.13082387152998
Dhaka,Kharif 1,Maize 1,0.0,76.22350110382764,49.47172999994449,22.2577767169211,6.262999945550816,26.921930696335423,20.276067633353144,34.12083463549892,72.21324627774845,85.321937804165,60.27527904966086,167.56360021501095,14939.43358123134,maize,1037,0,13,16,7,9.611826479767121
Dinajpur,Kharif 1,Maize 1,17831.259544001885,82.74605280254558,48.50290279422287,20.31038290006055,6.251802445461162,26.79409936802972,19.96551108848344,34.28747540515012,72.4028399173461,85.72723152883064,59.32036812861356,153.96076340464498,33582.43139284289,maize,1038,0,14,16,7,10.421788111022698
Faridpur,Kharif 1,Maize 1,5782.446245221241,75.39088762570027,48.46264034803068,21.88752970530693,6.252383740798407,26.318880035744044,19.92886569905186,34.39153041283193,71.84313138889627,84.27159736889351,57.93320423066179,161.01599505084118,21830.239966549387,maize,1039,0,15,16,7,9.991097248963825
Feni,Kharif 1,Maize 1,3553.371505325299,77.2452919229053,49.95713915400222,19.73963542884574,6.237605149762615,27.494205894691245,19.96896863855701,34.05634739261749,72.41885526162679,84.73730869942987,59.1092478615866,246.990815933049,3582.7599501476675,maize,1040,0,16,16,7,8.184167793656277
Gaibandha,Kharif 1,Maize 1,18429.593588013693,75.12352190583859,49.29037297313059,15.90597549049285,6.246764271322787,26.82729866708177,20.356802731142995,34.181452921391426,71.8048507265517,85.49058821344838,59.607334175732646,173.61970302831554,50.544505222666885,maize,1041,0,17,16,7,3.9424456135628443
Gazipur,Kharif 1,Maize 1,5376.254995387146,78.73567585849628,48.868207827538015,17.781588397428916,6.252687291209917,26.789506259535287,20.356010256041213,34.255233184277,72.76858440696324,84.52469126195186,60.22675702201762,171.9881236385525,13871.217408609657,maize,1042,0,18,16,7,9.53764337137514
Gopalganj,Kharif 1,Maize 1,6737.830255368986,84.07071918493149,47.685815786914674,21.185042763094515,6.264127926077278,27.36291881654603,20.136927321501897,34.180800966438966,72.85108393410131,83.64264570060074,60.14853407348,159.1195040130403,7451.743957420281,maize,1043,0,19,16,7,8.91633755999401
Habiganj,Kharif 1,Maize 1,13007.096816034997,81.91366478867616,50.86791698351615,19.031008572400403,6.245563607744589,26.737913479313143,20.077497328008324,34.09556869369664,73.32028461345922,85.4478205961077,60.60951212609467,340.297949312554,7409.671132380535,maize,1044,0,20,16,7,8.910676285360275
Jhenaidah,Kharif 1,Maize 1,0.0,80.27428074824263,47.38881699569116,18.682685703223783,6.243010983856012,26.857026289471637,19.87145114512952,34.781265910881864,72.46511310714268,85.0029919725402,61.233317295038,135.83504756545688,1884.9052587498404,maize,1048,0,24,16,7,7.542163227970787
Joypurhat,Kharif 1,Maize 1,0.0,79.4485222753638,48.977833672780605,19.775715082945474,6.2712958464243895,26.794871687923607,20.08694052954686,33.80792498364747,71.74923648861974,85.72098819781824,62.20144665814348,144.65006988998277,92.88210782736223,maize,1049,0,25,16,7,4.5420398230887
Khagrachari,Kharif 1,Maize 1,0.0,77.94680011809868,47.537261366865714,19.927778817743285,6.268806628105903,26.95782751144036,19.73936078705638,34.24093535050569,71.2486695016652,84.09693511627336,58.90883110708306,193.87765573730343,6411.874546636284,maize,1050,0,26,16,7,8.766062896605465
Kishoreganj,Kharif 1,Maize 1,4300.749459210291,80.13833147568478,43.49222807786823,18.00549373827299,6.242620748157524,26.63982696567815,19.57704040080742,33.85688426586011,72.13012337811895,83.97757832018344,60.07031365511282,183.06157122344547,15799.03577473359,maize,1052,0,28,16,7,9.66776748323614
Kurigram,Kharif 1,Maize 1,13930.77783164363,80.69631516253048,47.83266369391008,19.33197081391357,6.229079204251714,27.187976350518102,19.794789201707868,33.8231161480213,72.9489254561437,84.71965798371784,60.45006469827273,184.14868888387045,5044.744343267383,maize,1053,0,29,16,7,8.526300462691037
Kushtia,Kharif 1,Maize 1,5422.3448402526565,74.37906851649096,48.41825804041104,19.670411648270665,6.255217061231567,27.34296521854145,19.88451334499836,33.58954630163055,71.7938850691256,84.37205874928505,58.92829500153512,126.82094496388014,7997.739122011869,maize,1054,0,30,16,7,8.987039198491734
Lalmonirhat,Kharif 1,Maize 1,19670.07388401633,79.06253530461191,48.99122364554196,18.607064673192514,6.261834998180208,27.08417005699464,20.299243230542825,34.10818499341519,72.14762395363465,85.01357366276157,58.20268328713932,178.61495039159698,48254.26518250651,maize,1056,0,32,16,7,10.78426022376716
Manikganj,Kharif 1,Maize 1,4789.13082085836,77.11000718516614,47.604296630257984,19.955228137805925,6.255916200853528,27.27259075875243,19.805420147216484,33.72038930092617,73.071097320691,85.94452291422,59.51995003048948,166.88814788130145,16223.572106423217,maize,1059,0,35,16,7,9.69428216873906
Moulvibazar,Kharif 1,Maize 1,3772.920845046463,76.9301813714561,49.26728786571217,19.08865094060962,6.251607019543684,26.883496887712617,20.41753326434849,33.822108736581605,71.78099319573455,86.00378228627633,59.445936138305456,339.5940376785628,11892.889738116344,maize,1061,0,37,16,7,9.38378007984492
Munshiganj,Kharif 1,Maize 1,6091.932561271573,78.34433121568338,48.89140420526945,18.02657673786692,6.23997454807912,26.65972310566568,20.150169219532952,34.33897952277958,71.15381273321289,83.73446563724639,59.71140561484066,168.31426158973656,6073.371431066826,maize,1062,0,38,16,7,8.711833794718403
Mymensingh,Kharif 1,Maize 1,14766.64258761071,78.29451428190814,48.533932071070495,20.314390977511117,6.238617436236589,27.11648456551135,19.62236024093241,34.23516766781044,72.92138544856,83.42072593492566,59.850780731032295,179.31026252181815,8020.505748485352,maize,1063,0,39,16,7,8.989881432425587
Naogaon,Kharif 1,Maize 1,5478.694437284743,81.50564207814166,52.27455900168712,20.4936087530798,6.242682352050537,27.034016783572657,19.82171793653852,34.30410420403386,72.97710691646908,85.09184647580592,59.81927080611882,125.571636823478,16420.62283417514,maize,1064,0,40,16,7,9.70635421089837
Narail,Kharif 1,Maize 1,828.5195646798255,79.42935227665417,48.20148366980388,19.917020631761417,6.2463302016227455,27.13547053213848,20.451917088980423,33.951557325036546,72.75163483677068,85.23641767384616,60.12023325720533,131.7988830559481,9013.340459923342,maize,1065,0,41,16,7,9.106571972664161
Natore,Kharif 1,Maize 1,12794.4604622206,77.137833204492,49.8118460328312,19.666991246217247,6.238334749983292,26.235237952361423,20.630706234077568,34.13397532585883,73.07086990384119,85.77746124011705,61.09055915964629,128.4594240298832,33214.94486158651,maize,1068,0,44,16,7,10.410785306528593
Noakhali,Kharif 1,Maize 1,838.5193717183032,77.57677249202155,48.00830819962967,19.284851846342587,6.261301116841567,27.036632928846423,19.803160734217677,33.977263726875115,72.42727698869535,85.14305939198462,59.72284171170456,178.9470947274957,3393.5218580613014,maize,1071,0,47,16,7,8.129918192978975
Panchagar,Kharif 1,Maize 1,0.0,80.74197988490063,48.25196136495318,20.92935283320929,6.252651478748573,26.989103399124783,20.37254843684435,33.67222710862287,72.77229098408992,84.11103889632183,60.06492318357849,152.48743265201222,6117.9625288206535,maize,1073,0,49,16,7,8.719147839701456
Patuakhali,Kharif 1,Maize 1,0.0,74.23463234449052,45.76137019927821,18.241154959354315,6.252145985453412,27.15487514489847,20.056408404981337,33.996454761768106,73.5218515674012,84.41799793557645,62.07471678580514,205.0453397191237,495.697829182739,maize,1074,0,50,16,7,6.207981851624067
Rajshahi,Kharif 1,Maize 1,25282.28604395352,73.75195096499512,45.55410969749536,18.606949434533924,6.24872895403081,26.711488471847968,19.91396899351321,34.286343902421564,72.2255968192046,84.21168070743013,60.14359554147385,126.91369323394748,76090.44477457154,maize,1077,0,53,16,7,11.239691116696594
Rangamati,Kharif 1,Maize 1,0.0,74.91378231108078,51.103724126023394,21.8178465337805,6.24581338471994,27.257965331249,19.82118965856329,34.01435771164739,71.61282187358789,84.12273798318822,60.32692025183023,198.8803642658505,6834.462798940901,maize,1078,0,54,16,7,8.829879457025426
Shariatpur,Kharif 1,Maize 1,7235.306977949945,73.88299063543252,45.146863483156274,17.653104571982865,6.251152179947034,26.771024515990288,19.902876212122184,33.926468896342136,73.75201510467576,85.57253726036912,60.239070306014085,156.5432379466882,9681.088972105284,maize,1081,0,57,16,7,9.178032959891965
Sherpur,Kharif 1,Maize 1,0.0,80.39590420851547,48.238577068779776,19.486255144588306,6.252613444198305,27.16691857691936,20.19910738630474,33.93871363997081,73.11904917955005,84.74455097712939,58.79949759661517,173.58649019488587,4225.7019793465815,maize,1082,0,58,16,7,8.349177294023201
Sirajganj,Kharif 1,Maize 1,7463.2405948997075,76.80938683177226,50.43413997580859,17.119265899177517,6.245524294858841,27.055328990011493,20.207186044411007,33.60291251652404,71.95229650402179,86.2860012408792,60.10620549500203,151.49180666356582,3279.588701018812,maize,1083,0,59,16,7,8.095778167291149
Sylhet,Kharif 1,Maize 1,0.0,80.05014380565093,48.472402820048885,18.183321547966564,6.247958007035178,27.149062121468333,20.13049671094319,33.97303799058643,72.90248866275127,85.77139716315435,59.71366676235726,324.9724066760403,2922.073730943476,maize,1085,0,61,16,7,7.980390989200737
Tangail,Kharif 1,Maize 1,0.0,78.68564778603609,49.30924568365451,20.50876633069387,6.269605071438238,27.05807409510494,19.867134802843285,34.34128420147236,72.84339064588228,85.33283884624825,59.96307410787559,149.02300751571002,26016.60520812888,maize,1086,0,62,16,7,10.166528711248583
Bagerhat,Rabi,Maize 2,0.0,76.64576938132609,50.37552875592572,18.223097976530106,6.256181067080444,20.502672633351168,13.69521185721432,26.852477338419245,60.405773849759925,69.99092998968707,50.37073101619223,150.54553979728573,22036.506475291084,maize,1088,2,0,17,7,10.000501120536647
Barguna,Rabi,Maize 2,6758.692776890694,76.7849399663817,45.96554221308956,22.487273239642423,6.224644609220815,20.74770367134769,13.786703839846847,27.09792244047007,60.046148458398,69.66608323773463,50.402260947984566,208.161916719256,1073.196108780605,maize,1090,2,2,17,7,6.979327855030061
Barishal,Rabi,Maize 2,168.2043292537502,77.24552262825999,47.23464655558867,19.52879384608917,6.249014229220127,20.47121560801007,14.39616748133318,26.644823886019367,59.50081793271056,70.6419559506478,49.96414488780971,169.09643460199993,11450.831319926703,maize,1091,2,3,17,7,9.345904936798203
Bhola,Rabi,Maize 2,0.0,75.10953619329457,48.9991430654592,20.924246158030417,6.2635444228455865,20.89948807417607,14.467412329887344,27.27695271179902,59.78850279274042,71.81516455797441,49.50133201897101,191.3892060644213,10025.642105013749,maize,1092,2,4,17,7,9.213001039759728
Bogura,Rabi,Maize 2,21028.44463036405,80.33401259274176,48.00106121959906,17.080359775686745,6.239615706245024,20.33351051136873,14.136523545000966,26.6083000870787,59.49418109461018,70.08376161716026,48.99684093436621,145.15363580048052,59555.36806209272,maize,1093,2,5,17,7,10.994678505457303
Chandpur,Rabi,Maize 2,19235.146187066057,78.23736281744151,48.74749533252631,19.05650778475282,6.237146967534927,20.18445728250549,14.00533994489404,26.70590846680009,60.94600969332171,70.38232408421818,49.53835771346247,168.8668347033329,49486.48222794747,maize,1095,2,7,17,7,10.80947503229227
