District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22,_orig_id
Bogura,Kharif 2,Motor,7585.08955244144,19.25672326504931,47.8131762297605,20.941466891022284,6.855352320314066,22.62305124116893,14.703991363803683,30.457604662438943,82.44031918544641,89.95658043279717,75.24282596045471,141.93892130157096,2.572248221068533,Oct,Nov to March,March to April,7829.968624571224,mothbeans,1349
Brahmanbaria,Kharif 2,Motor,6049.0567516851015,21.77666791780117,48.68984251366152,19.79461827464156,6.829834392782402,22.36095896877768,14.971587764237333,29.709583644191753,83.26659289006825,91.15052051296054,75.46189717793072,181.2929950385331,0.5600799837903472,Oct,Nov to March,March to April,554.0211616285419,mothbeans,1350
Chandpur,Kharif 2,Motor,0.0,20.32606987655497,46.72960763620965,16.737509410677063,6.833997404799981,22.69329911006004,14.78466657222178,30.077723582333682,83.35266178421838,90.76195124710586,74.30905059926096,173.35261594903625,1.2785240974076038,Oct,Nov to March,March to April,0.0,mothbeans,1351
Chapai Nawabganj,Kharif 2,Motor,2891.08491140805,19.086677438746616,48.91391677981937,24.986556701873436,6.8096937551923125,22.265690359038114,14.995048089718491,30.242286667954716,82.01529467326034,90.5739478397264,74.0436757418352,123.477603812816,0.5985228345525924,Oct,Nov to March,March to April,8608.82158976815,mothbeans,1352
Chattogram,Kharif 2,Motor,6016.567524029515,22.543535856316065,45.34564104969679,20.413431188220223,6.8482156867849415,22.525702090303522,14.44496839463473,30.071314309124297,83.20708063057945,89.86062065676919,75.50102290013146,246.12410995028443,0.44558987413862544,Oct,Nov to March,March to April,0.0,mothbeans,1353
Chuadanga,Kharif 2,Motor,0.0,21.2547032130827,46.043090205934384,20.34492080951647,6.832761676152458,22.553334646267317,15.430633779461013,29.92532023694323,82.33681021022622,91.53914130633565,74.11530664178144,122.11015894228007,0.04682058076257445,Oct,Nov to March,March to April,0.0,mothbeans,1354
CoxsBazar,Kharif 2,Motor,0.0,17.90855025904539,50.7764426273041,18.243935618246624,6.845705706890979,22.552804651631604,15.006909511221288,29.807676567343766,82.42402389252312,90.74455402325532,75.5193864343033,308.37106597959206,2.572354768441763,Oct,Nov to March,March to April,7776.284380293227,mothbeans,1355
Cumilla,Kharif 2,Motor,0.0,16.765013250955125,46.10656392094815,18.342942755931098,6.846837022427018,22.31222170365733,15.263652263551775,30.595978758316562,82.60494524606088,90.0270537821031,76.38092447002671,182.9237595509723,0.7651752520568963,Oct,Nov to March,March to April,0.0,mothbeans,1356
Dhaka,Kharif 2,Motor,5562.324523897202,20.155851818650234,45.04015784914222,20.111526295345577,6.848409433930619,22.389066835044154,14.93325023878838,30.02888199996778,82.22042101394258,90.15935659742625,75.76531871829911,175.5045885771582,0.5183319215278774,Oct,Nov to March,March to April,0.0,mothbeans,1357
Dinajpur,Kharif 2,Motor,0.0,17.861883066301033,46.14408753947055,20.663147521684785,6.821059472030925,22.528342786016932,15.054798741100878,30.11676058252733,82.18091214321818,89.6682524281387,75.46160702880664,156.75287670626915,0.0,Oct,Nov to March,March to April,13904.849484685154,mothbeans,1358
Faridpur,Kharif 2,Motor,0.0,17.229630227239205,50.64663465056753,21.13465477003354,6.8271319677872135,22.337484996263793,15.324510390690078,30.097361042299298,83.22300705287687,90.28440710815171,75.21807782988019,149.95525751146096,0.5894096658723318,Oct,Nov to March,March to April,0.0,mothbeans,1359
Feni,Kharif 2,Motor,0.0,23.983393862065274,45.29486824137101,20.535931895247703,6.821563933851547,22.560702485990436,15.037863866823919,29.756111608301985,81.37741422967541,90.42879230776006,74.68929850592836,249.18832694594965,0.22635813619336775,Oct,Nov to March,March to April,17681.48389935035,mothbeans,1360
Gaibandha,Kharif 2,Motor,0.0,21.21987240286831,46.56169548845473,18.701946068002414,6.842344396530405,22.362668671059428,15.04820955875389,30.015256495340044,81.72052653759062,90.50798452959756,74.90729679957512,186.4532407865829,0.5702952038660818,Oct,Nov to March,March to April,0.0,mothbeans,1361
Gazipur,Kharif 2,Motor,0.0,20.84199016213397,45.80046305003388,17.003063611921334,6.83459092044156,22.723620787309105,14.771770399575225,29.903262592026724,82.99540682465715,89.86936583281789,74.54245350458174,167.4694806973697,0.14290526641061171,Oct,Nov to March,March to April,0.0,mothbeans,1362
Gopalganj,Kharif 2,Motor,2261.3029204416116,21.01555069192313,47.594623706026965,20.10086625753575,6.844744721601743,22.849448829850097,14.846372376044123,29.897887531553614,82.44647536586972,88.9345177186858,73.93557115547667,162.7241663641887,0.0,Oct,Nov to March,March to April,3726.9795508596776,mothbeans,1363
Habiganj,Kharif 2,Motor,0.0,18.876639276967595,47.34931610823038,19.54198831373765,6.845345931518531,22.433480828801528,14.70885179639537,30.095151284696303,83.2279937676795,90.17481259040096,75.028667906658,335.32106935073324,2.3693125435191917,Oct,Nov to March,March to April,7442.7696544955115,mothbeans,1364
Jamalpur,Kharif 2,Motor,1270.5920420659377,22.365866050423712,47.281530146414404,18.60321103650341,6.806179130457342,22.705788983289825,14.787846388734154,29.72512354448447,82.76280296796375,90.51101058261266,75.89650698837856,186.6324534286768,0.3596487778060125,Oct,Nov to March,March to April,3691.208737573747,mothbeans,1365
Jashore,Kharif 2,Motor,0.0,21.145552278690484,50.822520471731565,21.2969302617677,6.8486286537899135,22.452524292501376,15.35968353390163,29.638321943774077,81.52076017111018,89.29250748857112,73.95710056668074,134.88442223155806,0.6208418770201675,Oct,Nov to March,March to April,871.2567175297639,mothbeans,1366
Jhallokati,Kharif 2,Motor,0.0,19.7336748634943,46.193092253864215,18.199912664953764,6.8431134522328385,22.290594523984613,15.51991036863699,30.15091830193902,82.54613462625669,89.93432819032412,76.13166730202263,174.91284423978325,0.6790111000564845,Oct,Nov to March,March to April,0.0,mothbeans,1367
Jhenaidah,Kharif 2,Motor,0.0,20.071106087999237,47.855159210770644,21.02494739164617,6.82490796963606,22.40480066616814,14.64145316433389,29.840410247566307,82.89247856991621,90.96987766180519,75.98494895271618,141.8237325714243,0.0,Oct,Nov to March,March to April,19517.389847814193,mothbeans,1368
Joypurhat,Kharif 2,Motor,0.0,18.67472442539129,48.52306804355165,18.413075978215197,6.834824039411669,22.519135172298746,15.113597727987255,29.89642611688297,82.67183786051999,89.1298894437712,75.32125258065558,145.83807329572286,0.5106194398067435,Oct,Nov to March,March to April,9546.312246162734,mothbeans,1369
Khagrachari,Kharif 2,Motor,0.0,20.524797328250322,46.52473066379033,20.402769585815093,6.828294456191139,22.10039913061327,14.908675109169232,29.420974358666257,82.15618121032487,89.79486051558762,75.32776385103799,203.13775774866326,0.23837628234351438,Oct,Nov to March,March to April,14550.011039373114,mothbeans,1370
Khulna,Kharif 2,Motor,854.9755670846613,20.90015526339864,48.747309069009006,21.43340024272077,6.838496107289421,22.639909853931243,15.401578405284562,30.289117908694642,82.29886606050182,91.07519924283045,74.8492888823301,146.72174129937804,0.19439356198524804,Oct,Nov to March,March to April,0.0,mothbeans,1371
Kishoreganj,Kharif 2,Motor,1880.9419589040083,20.466132188002256,47.404184190221265,19.794582211275074,6.824878022219709,22.519236049462524,15.038767480273044,30.15730991573616,82.08877125578599,90.11402795061979,75.03399995525287,178.75203559432038,0.0,Oct,Nov to March,March to April,0.0,mothbeans,1372
Kurigram,Kharif 2,Motor,2179.5547109867143,21.564254729387926,48.577174581784504,22.40741525765802,6.836604950438636,22.723742421672032,14.997851002764312,30.212562585698645,81.52700665051066,89.61969428333063,74.62486531256319,180.047624893558,0.36628774653059293,Oct,Nov to March,March to April,12605.214575320837,mothbeans,1373
Kushtia,Kharif 2,Motor,0.0,21.263125212146324,47.846353335117904,22.701143815540625,6.83092821657095,22.635992195020282,14.785905510110993,30.116275335231474,81.42601946654443,89.99491616934523,75.02560162261082,134.38984842323055,1.6166139157957913,Oct,Nov to March,March to April,4941.404337966417,mothbeans,1374
Lakshmipur,Kharif 2,Motor,7402.906502500823,21.959886002265087,44.902917390072666,20.535593468537844,6.824039555349788,22.526822936421123,14.559668127113547,29.54490900238974,82.78636329019287,90.59713677532959,75.11314772838531,185.08684422242797,0.9211753009973269,Oct,Nov to March,March to April,2276.515711214318,mothbeans,1375
Lalmonirhat,Kharif 2,Motor,0.0,23.564652481271754,49.98907573739198,20.9275601694977,6.832622194701435,22.42042791368009,15.218742547042842,30.068745597976157,81.86015313813401,89.85286582116763,76.52230801050841,175.98414125681714,2.1909660501591763,Oct,Nov to March,March to April,0.0,mothbeans,1376
Madaripur,Kharif 2,Motor,4271.31323141119,22.775990627672734,51.14727728015428,21.596694219625366,6.867325288394395,22.840543528289682,15.101468691941687,29.817137833244416,82.92261898223522,90.43205092032058,75.45769811628313,156.41738753160533,0.41292564366756673,Oct,Nov to March,March to April,0.0,mothbeans,1377
Magura,Kharif 2,Motor,624.7554155659211,23.59054399901132,47.74217191814773,20.931478416854766,6.82054567150364,22.98522862593737,15.108501665424399,29.710949839630878,82.06308633951404,90.16989751162897,74.83055043974412,134.529251115035,0.21299167905840882,Oct,Nov to March,March to April,0.0,mothbeans,1378
Manikganj,Kharif 2,Motor,3318.5365887967982,19.530185246749923,46.6493715101155,20.793375867817065,6.826552994085892,22.424159145002832,14.827714933704426,30.150114719615768,81.53585296141672,90.22924718725707,74.91996442697746,166.60237245790685,0.4289194934987679,Oct,Nov to March,March to April,830.372819450928,mothbeans,1379
Meherpur,Kharif 2,Motor,0.0,20.294168919600715,50.291996917653385,19.55475097908452,6.820785971421793,22.73307848111846,14.95809679524404,30.497885164636873,82.20047742365958,90.47829346213024,74.42282937502134,123.51825340606057,0.7290034520061197,Oct,Nov to March,March to April,0.0,mothbeans,1380
Moulvibazar,Kharif 2,Motor,2745.442193713642,22.912452740207517,50.874416679137056,18.055887946922848,6.822232606557196,22.341956088953086,15.227404562020482,30.448301202939316,84.03774328950189,89.78683976410849,74.55620958860945,328.767900893989,0.3950987995983527,Oct,Nov to March,March to April,9417.648481664943,mothbeans,1381
Munshiganj,Kharif 2,Motor,9.765989968384467,22.952735853124484,47.75423150379387,18.438900268163803,6.841250454578586,22.36858120777259,15.282322188955519,30.186768230089267,82.42980013797481,89.31712022527188,75.73693755111871,174.8031421030434,0.733692546931938,Oct,Nov to March,March to April,25191.083629543242,mothbeans,1382
Mymensingh,Kharif 2,Motor,5760.124948226459,19.91117218860293,47.678642579928415,23.29961486006088,6.839872831944666,22.413627602104093,14.66123163865721,29.990925492171318,82.97421170908768,90.34298726954094,74.60028041318317,180.4994944129706,0.9603752254481395,Oct,Nov to March,March to April,0.0,mothbeans,1383
Naogaon,Kharif 2,Motor,0.0,22.81780446183941,47.888914118049215,20.64547950403104,6.829919135631668,22.653109277666776,14.817935124524706,29.935294092872862,82.62394004386589,89.90427203668024,74.50028815066788,125.15892626712738,0.06907969012326964,Oct,Nov to March,March to April,0.0,mothbeans,1384
Narail,Kharif 2,Motor,0.0,19.314367351068192,45.472627406802694,19.913443587078707,6.844153795187127,22.25962704909914,14.600458319918127,29.728467593690915,81.46826791811715,89.67601629513025,74.52053711740993,130.22659946090212,0.48282634764044435,Oct,Nov to March,March to April,0.0,mothbeans,1385
Narayanganj,Kharif 2,Motor,0.0,22.5237445118734,47.568869358481614,21.857762449584715,6.8409424839351685,22.846604211705152,15.057856306702584,29.919025970122142,83.56386561033744,90.38057572842845,74.40994623131496,167.5374117662138,0.0,Oct,Nov to March,March to April,3896.868463001566,mothbeans,1386
Narsingdi,Kharif 2,Motor,7411.8204402437805,21.380758706442794,50.60857838271574,19.26434400155494,6.827761227257439,22.70972772712,15.254215576189635,30.27273932423695,82.31804293401721,90.92351991166068,75.91212137776941,167.40397351569604,2.1819930241505165,Oct,Nov to March,March to April,5593.171014634769,mothbeans,1387
Natore,Kharif 2,Motor,976.297796975643,18.32107964944747,47.75439325876279,20.981318975259285,6.8088462636320495,22.64792854719738,14.919879276075694,30.54730723346453,81.53778839570576,89.88824007450133,75.1154757359855,123.77521059447768,0.6460507950367228,Oct,Nov to March,March to April,20598.042892031335,mothbeans,1388
Netrokona,Kharif 2,Motor,671.3548025560256,20.462098483665464,46.43407998718319,20.329459813543362,6.841443649830706,22.43429693477887,14.8094524707632,29.75489192380306,82.12390515039561,90.00610900296219,74.77155020067464,174.228813311903,0.20148905192837577,Oct,Nov to March,March to April,10081.040605339082,mothbeans,1389
Nilphamari,Kharif 2,Motor,0.0,26.35631352358333,48.76260655926648,20.822732790864958,6.83233986776399,22.68549066306981,14.903612731919484,29.401096004226865,82.34857034808824,89.14558417686197,75.0236947864851,184.10856902566317,0.0,Oct,Nov to March,March to April,0.0,mothbeans,1390
Noakhali,Kharif 2,Motor,580.5458596994606,21.89683294944191,46.999022084463526,19.796545129970053,6.830306486797366,21.84761703710142,15.66298243581257,29.84063137419042,83.05028689850722,89.83899215169016,75.17583210019515,185.68837444644666,0.15193898342704734,Oct,Nov to March,March to April,0.0,mothbeans,1391
Pabna,Kharif 2,Motor,0.0,26.622559757615207,47.90930792798128,18.987017900625496,6.82357266864446,22.598594707458773,15.342636618307353,30.27136745408173,82.00016638543251,90.1599926417306,74.39528795141759,125.755880804926,0.22044428461078602,Oct,Nov to March,March to April,5859.783774060846,mothbeans,1392
Panchagar,Kharif 2,Motor,0.0,18.18705574891107,46.08736749798718,19.169753239678037,6.840269554496606,22.535806621902566,15.210135493300637,30.622098627032525,84.42392428080773,89.98521894910783,73.87553527130841,158.00037660131028,0.0,Oct,Nov to March,March to April,0.0,mothbeans,1393
Patuakhali,Kharif 2,Motor,0.0,23.131305719487955,46.43924757053418,19.219986751213693,6.834806159010128,22.07820300127059,15.092008050970719,30.39327499253637,81.811906734486,89.73816190784085,76.08312021701015,211.27281418795172,2.698771583515537,Oct,Nov to March,March to April,18696.727943611477,mothbeans,1394
Pirojpur,Kharif 2,Motor,3086.2794639347953,15.730530594947204,49.127743643335954,20.22617283421485,6.8267338723907836,22.59084660947621,14.996337285487577,30.385843231294352,82.94934224232694,90.52478237508865,75.79951163094785,173.0469561843668,2.0112571587006025,Oct,Nov to March,March to April,0.0,mothbeans,1395
Rajbari,Kharif 2,Motor,5627.480225054784,21.439469488728193,48.18556799470146,18.224962591860923,6.813099590389924,22.632135669509108,14.739375740219362,29.744961578267244,81.05065908600848,90.04193945951339,75.30571893647078,158.3651340637574,0.22699860688175807,Oct,Nov to March,March to April,12611.198886806307,mothbeans,1396
Rajshahi,Kharif 2,Motor,5256.064900344909,22.862035607307526,46.83407330310269,18.622722516342918,6.844727954861527,22.085466834949397,14.694802046618806,29.753418519882814,82.409177298017,91.87170054435045,75.74381435514483,127.3776787926416,0.6295585726516789,Oct,Nov to March,March to April,0.0,mothbeans,1397
Rangamati,Kharif 2,Motor,0.0,23.327637432493454,48.19112649054792,20.404619332348148,6.838342329847982,22.234613248149255,14.836746030474817,29.602591718054384,82.76963273345969,90.15018069869535,76.54910884787478,205.41809073571574,0.4665561863889024,Oct,Nov to March,March to April,3323.4743310188296,mothbeans,1398
Rangpur,Kharif 2,Motor,0.0,19.639368318367072,47.09001645776445,20.065494214546483,6.833522295979462,22.961640315410975,14.725822461400211,29.80022266709783,81.6779735442423,88.01428279812397,74.5667497964016,183.99046103225066,0.36747724864061193,Oct,Nov to March,March to April,0.0,mothbeans,1399
Satkhira,Kharif 2,Motor,0.0,23.78091080439067,46.82240160489084,20.47510810318947,6.793360070056679,22.458327474389428,14.825275553212302,30.274412588796313,83.60063725908095,89.1960029124557,74.09366524628975,143.66060910125415,0.09637828708669846,Oct,Nov to March,March to April,6899.349331744265,mothbeans,1400
Shariatpur,Kharif 2,Motor,0.0,20.23762278447855,49.77381173227372,20.171962644077507,6.829477395168524,22.71817026185503,14.970708658721813,30.487671825184524,82.81900379043985,90.38472139406687,75.53530113662413,158.8734896007711,0.16432851953967614,Oct,Nov to March,March to April,13409.300009361123,mothbeans,1401
Sherpur,Kharif 2,Motor,121.83054348661157,21.070314147859197,49.19626100441046,23.475598105758593,6.8266735270618915,22.75197632688022,14.992726699921269,30.103724448967316,82.26678030451829,89.53488803602474,73.81304024164747,186.7355429896256,0.15486036795224578,Oct,Nov to March,March to April,3125.9709600828846,mothbeans,1402
