District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Brahmanbaria,Kharif 1,Malta,127,20.73,15.43,10.37,6.93,27.5,20.0,35,85.0,90,80,185.7563131313132,258,orange,0,6,18,11,5.556828061699537
Chapai Nawabganj,Kharif 1,Malta,46,16.64,17.18,10.19,6.85,27.5,20.0,35,85.0,90,80,124.92,29,orange,0,8,18,11,3.4011973816621555
Chuadanga,Kharif 1,Malta,17,17.95,17.44,10.18,7.03,27.5,20.0,35,85.0,90,80,129.44444444444446,86,orange,0,10,18,11,4.465908118654584
Dinajpur,Kharif 1,Malta,107,21.21,16.52,9.69,7.2,27.5,20.0,35,85.0,90,80,154.21843434343435,283,orange,0,14,18,11,5.648974238161206
Gazipur,Kharif 1,Malta,72,20.47,16.35,8.96,7.23,27.5,20.0,35,85.0,90,80,169.94262295081967,101,orange,0,18,18,11,4.624972813284271
Jashore,Kharif 1,Malta,81,18.69,16.06,10.61,7.11,27.5,20.0,35,85.0,90,80,134.2247474747475,302,orange,0,22,18,11,5.713732805509369
Jhallokati,Kharif 1,Malta,55,19.25,16.27,10.4,6.89,27.5,20.0,35,85.0,90,80,175.42564102564103,185,orange,0,23,18,11,5.225746673713202
Jhenaidah,Kharif 1,Malta,60,17.59,16.3,8.59,7.37,27.5,20.0,35,85.0,90,80,134.2247474747475,74,orange,0,24,18,11,4.31748811353631
Khagrachari,Kharif 1,Malta,5561,18.42,16.49,10.19,7.07,27.5,20.0,35,85.0,90,80,204.11111111111111,266,orange,0,26,18,11,5.58724865840025
Kishoreganj,Kharif 1,Malta,4,19.79,17.42,10.1,6.81,27.5,20.0,35,85.0,90,80,181.08838383838383,24,orange,0,28,18,11,3.2188758248682006
Kurigram,Kharif 1,Malta,2,21.22,15.9,10.12,7.36,27.5,20.0,35,85.0,90,80,179.6013888888889,2,orange,0,29,18,11,1.0986122886681098
Lalmonirhat,Kharif 1,Malta,96,18.42,16.07,9.65,7.35,27.5,20.0,35,85.0,90,80,179.6013888888889,58,orange,0,32,18,11,4.07753744390572
Magura,Kharif 1,Malta,4772,18.43,15.79,9.6,6.85,27.5,20.0,35,85.0,90,80,134.2247474747475,1543,orange,0,34,18,11,7.342131730584722
Meherpur,Kharif 1,Malta,24,20.23,16.1,10.1,7.11,27.5,20.0,35,85.0,90,80,129.44444444444446,45,orange,0,36,18,11,3.828641396489095
Naogaon,Kharif 1,Malta,34,18.87,16.14,10.2,6.81,27.5,20.0,35,85.0,90,80,124.92,223,orange,0,40,18,11,5.4116460518550396
Narail,Kharif 1,Malta,4,19.96,15.63,9.69,7.13,27.5,20.0,35,85.0,90,80,134.2247474747475,5,orange,0,41,18,11,1.791759469228055
Narsingdi,Kharif 1,Malta,55,20.1,15.71,9.19,7.06,27.5,20.0,35,85.0,90,80,169.94262295081967,52,orange,0,43,18,11,3.970291913552122
Natore,Kharif 1,Malta,30,19.56,17.12,9.47,7.26,27.5,20.0,35,85.0,90,80,124.92,107,orange,0,44,18,11,4.68213122712422
Nilphamari,Kharif 1,Malta,24,19.84,16.19,10.66,7.12,27.5,20.0,35,85.0,90,80,179.6013888888889,36,orange,0,46,18,11,3.6109179126442243
Pabna,Kharif 1,Malta,5,19.73,16.73,10.3,6.79,27.5,20.0,35,85.0,90,80,124.92,9,orange,0,48,18,11,2.302585092994046
Panchagar,Kharif 1,Malta,30,19.08,19.22,10.65,6.89,27.5,20.0,35,85.0,90,80,154.21843434343435,81,orange,0,49,18,11,4.406719247264253
Pirojpur,Kharif 1,Malta,87,20.22,15.55,10.22,6.9,27.5,20.0,35,85.0,90,80,175.42564102564103,208,orange,0,51,18,11,5.342334251964811
Rajshahi,Kharif 1,Malta,322,19.63,14.79,10.52,7.2,27.5,20.0,35,85.0,90,80,124.92,677,orange,0,53,18,11,6.519147287940395
Rangamati,Kharif 1,Malta,90,18.76,16.47,9.94,6.95,27.5,20.0,35,85.0,90,80,204.11111111111111,408,orange,0,54,18,11,6.013715156042802
Rangpur,Kharif 1,Malta,38,18.8,15.72,9.78,6.69,27.5,20.0,35,85.0,90,80,179.6013888888889,125,orange,0,55,18,11,4.836281906951478
Shariatpur,Kharif 1,Malta,7,21.64,16.0,10.54,6.84,27.5,20.0,35,85.0,90,80,155.864898989899,82,orange,0,57,18,11,4.418840607796598
Sherpur,Kharif 1,Malta,25,18.12,16.43,9.61,7.01,27.5,20.0,35,85.0,90,80,181.08838383838383,136,orange,0,58,18,11,4.919980925828125
Sirajganj,Kharif 1,Malta,2,18.77,15.92,9.97,7.11,27.5,20.0,35,85.0,90,80,142.85416666666666,12,orange,0,59,18,11,2.5649493574615367
Sylhet,Kharif 1,Malta,1,20.63,16.23,8.51,7.25,27.5,20.0,35,85.0,90,80,333.72557471264366,21,orange,0,61,18,11,3.091042453358316
Tangail,Kharif 1,Malta,225,19.23,18.37,10.13,7.12,27.5,20.0,35,85.0,90,80,153.4104938271605,456,orange,0,62,18,11,6.124683390894205
Thakurgaon,Kharif 1,Malta,40,21.05,17.36,10.38,6.84,27.5,20.0,35,85.0,90,80,154.21843434343435,195,orange,0,63,18,11,5.278114659230517
Bagerhat,Kharif 1,Mango,383,19.26,27.97,30.39,6.15,31.5,27.0,36,70.0,90,50,144.96843434343435,1913,mango,0,0,19,8,7.5569505720129
Bandarban,Kharif 1,Mango,2839,20.41,27.78,26.42,5.8,31.5,27.0,36,70.0,90,50,243.94444444444449,3737,mango,0,1,19,8,8.226305988015508
Barguna,Kharif 1,Mango,2348,19.06,27.82,29.29,5.74,31.5,27.0,36,70.0,90,50,207.8076923076923,7200,mango,0,2,19,8,8.881975184248867
Barishal,Kharif 1,Mango,27465,22.65,24.04,25.94,5.94,31.5,27.0,36,70.0,90,50,175.42564102564103,10705,mango,0,3,19,8,9.278559610953327
Bhola,Kharif 1,Mango,715,18.64,26.73,32.38,5.81,31.5,27.0,36,70.0,90,50,185.23090277777777,1513,mango,0,4,19,8,7.322510433997394
Bogura,Kharif 1,Mango,3148,20.44,28.56,27.97,5.84,31.5,27.0,36,70.0,90,50,142.85416666666666,22434,mango,0,5,19,8,10.018377518410084
Brahmanbaria,Kharif 1,Mango,2856,20.83,27.1,32.17,6.2,31.5,27.0,36,70.0,90,50,185.7563131313132,9839,mango,0,6,19,8,9.1942109900463
Chandpur,Kharif 1,Mango,1054,20.57,24.89,31.62,5.72,31.5,27.0,36,70.0,90,50,168.796875,9739,mango,0,7,19,8,9.18399639663658
Chattogram,Kharif 1,Mango,2583,19.91,29.96,27.89,5.79,31.5,27.0,36,70.0,90,50,243.94444444444449,19804,mango,0,9,19,8,9.893689710056018
Chuadanga,Kharif 1,Mango,914,20.12,29.21,30.55,5.96,31.5,27.0,36,70.0,90,50,129.44444444444446,6332,mango,0,10,19,8,8.753529336516431
CoxsBazar,Kharif 1,Mango,1192,19.89,27.08,28.4,5.51,31.5,27.0,36,70.0,90,50,303.40277777777777,9650,mango,0,11,19,8,9.174816815907135
Cumilla,Kharif 1,Mango,5878,21.23,28.73,30.1,5.43,31.5,27.0,36,70.0,90,50,185.7563131313132,22529,mango,0,12,19,8,10.02260303342629
Dhaka,Kharif 1,Mango,533,22.73,26.58,29.05,5.67,31.5,27.0,36,70.0,90,50,169.94262295081967,5676,mango,0,13,19,8,8.644178203170727
Dinajpur,Kharif 1,Mango,1534,19.4,24.4,26.72,5.49,31.5,27.0,36,70.0,90,50,154.21843434343435,41796,mango,0,14,19,8,10.640579845602305
Faridpur,Kharif 1,Mango,1339,18.42,25.67,25.92,5.7,31.5,27.0,36,70.0,90,50,155.864898989899,8082,mango,0,15,19,8,8.997518369733845
Feni,Kharif 1,Mango,1569,19.96,29.73,30.33,5.86,31.5,27.0,36,70.0,90,50,248.1727642276423,3662,mango,0,16,19,8,8.206037762778815
Gaibandha,Kharif 1,Mango,1818,23.18,26.73,28.91,5.62,31.5,27.0,36,70.0,90,50,179.6013888888889,13499,mango,0,17,19,8,9.51044496442652
Gazipur,Kharif 1,Mango,1796,19.1,26.78,28.93,5.52,31.5,27.0,36,70.0,90,50,169.94262295081967,8837,mango,0,18,19,8,9.086815885690685
Gopalganj,Kharif 1,Mango,1044,22.04,26.69,31.17,5.78,31.5,27.0,36,70.0,90,50,155.864898989899,3831,mango,0,19,19,8,8.251142139090751
Habiganj,Kharif 1,Mango,17256,22.09,30.29,32.03,5.92,31.5,27.0,36,70.0,90,50,333.72557471264366,36093,mango,0,20,19,8,10.493881925521244
Jamalpur,Kharif 1,Mango,2664,19.4,29.83,29.43,5.48,31.5,27.0,36,70.0,90,50,181.08838383838383,12792,mango,0,21,19,8,9.456653425317034
Jashore,Kharif 1,Mango,3653,20.76,30.8,29.31,5.91,31.5,27.0,36,70.0,90,50,134.2247474747475,9580,mango,0,22,19,8,9.167537249650874
Jhallokati,Kharif 1,Mango,1957,22.03,26.92,30.82,5.91,31.5,27.0,36,70.0,90,50,175.42564102564103,1090,mango,0,23,19,8,6.994849985833071
Jhenaidah,Kharif 1,Mango,1768,19.61,27.66,27.48,5.94,31.5,27.0,36,70.0,90,50,134.2247474747475,17115,mango,0,24,19,8,9.747768977536708
Joypurhat,Kharif 1,Mango,883,19.82,24.71,30.32,5.98,31.5,27.0,36,70.0,90,50,142.85416666666666,4566,mango,0,25,19,8,8.426611813185
Khagrachari,Kharif 1,Mango,4207,19.37,29.59,30.91,6.15,31.5,27.0,36,70.0,90,50,204.11111111111111,9114,mango,0,26,19,8,9.117676687112763
Khulna,Kharif 1,Mango,1336,18.85,25.28,31.14,5.71,31.5,27.0,36,70.0,90,50,144.96843434343435,7111,mango,0,27,19,8,8.86953877719374
Kishoreganj,Kharif 1,Mango,644,19.29,27.53,26.44,5.79,31.5,27.0,36,70.0,90,50,181.08838383838383,10418,mango,0,28,19,8,9.251386341412184
Kurigram,Kharif 1,Mango,1173,18.6,25.39,28.55,5.7,31.5,27.0,36,70.0,90,50,179.6013888888889,11044,mango,0,29,19,8,9.309733115854218
Lakshmipur,Kharif 1,Mango,1923,19.14,25.81,30.1,6.04,31.5,27.0,36,70.0,90,50,185.7563131313132,1925,mango,0,31,19,8,7.563200592358071
Lalmonirhat,Kharif 1,Mango,899,20.35,26.19,30.78,5.54,31.5,27.0,36,70.0,90,50,179.6013888888889,5710,mango,0,32,19,8,8.650149418664864
Madaripur,Kharif 1,Mango,1015,18.2,26.3,32.61,5.62,31.5,27.0,36,70.0,90,50,160.41666666666666,7420,mango,0,33,19,8,8.912069097970134
Magura,Kharif 1,Mango,529,20.47,26.29,29.03,6.01,31.5,27.0,36,70.0,90,50,134.2247474747475,7106,mango,0,34,19,8,8.868835492826895
Manikganj,Kharif 1,Mango,2707,21.07,28.54,29.03,5.95,31.5,27.0,36,70.0,90,50,169.94262295081967,5504,mango,0,35,19,8,8.61341204915678
Meherpur,Kharif 1,Mango,6050,17.67,25.38,31.98,5.71,31.5,27.0,36,70.0,90,50,129.44444444444446,13594,mango,0,36,19,8,9.51745735706657
Moulvibazar,Kharif 1,Mango,777,20.52,27.54,30.45,5.92,31.5,27.0,36,70.0,90,50,333.72557471264366,5938,mango,0,37,19,8,8.68929604801586
Munshiganj,Kharif 1,Mango,265,21.55,29.17,32.2,5.83,31.5,27.0,36,70.0,90,50,169.94262295081967,3119,mango,0,38,19,8,8.045588280803528
Mymensingh,Kharif 1,Mango,6934,18.61,26.34,30.44,6.03,31.5,27.0,36,70.0,90,50,181.08838383838383,21720,mango,0,39,19,8,9.986034813503693
Naogaon,Kharif 1,Mango,6061,22.08,26.01,27.84,5.78,31.5,27.0,36,70.0,90,50,124.92,40193,mango,0,40,19,8,10.601473009736322
Narail,Kharif 1,Mango,1629,20.57,26.8,27.53,5.95,31.5,27.0,36,70.0,90,50,134.2247474747475,7726,mango,0,41,19,8,8.952475967933584
Narayanganj,Kharif 1,Mango,80,19.22,29.1,27.13,6.23,31.5,27.0,36,70.0,90,50,169.94262295081967,1901,mango,0,42,19,8,7.550661243105336
Narsingdi,Kharif 1,Mango,996,20.0,27.5,31.11,5.87,31.5,27.0,36,70.0,90,50,169.94262295081967,5009,mango,0,43,19,8,8.51919119407891
Netrokona,Kharif 1,Mango,4404,20.16,27.97,33.24,5.9,31.5,27.0,36,70.0,90,50,181.08838383838383,28690,mango,0,45,19,8,10.264338763718273
Nilphamari,Kharif 1,Mango,595,20.72,25.38,31.43,5.71,31.5,27.0,36,70.0,90,50,179.6013888888889,10220,mango,0,46,19,8,9.232199706329077
Noakhali,Kharif 1,Mango,730,18.96,28.29,32.01,6.18,31.5,27.0,36,70.0,90,50,185.7563131313132,6616,mango,0,47,19,8,8.797397374012059
Pabna,Kharif 1,Mango,2480,20.27,27.85,28.88,5.8,31.5,27.0,36,70.0,90,50,124.92,34755,mango,0,48,19,8,10.456107497959097
Panchagar,Kharif 1,Mango,1934,18.37,26.68,27.84,5.72,31.5,27.0,36,70.0,90,50,154.21843434343435,15856,mango,0,49,19,8,9.671366322189568
Patuakhali,Kharif 1,Mango,4944,19.94,25.81,31.45,5.63,31.5,27.0,36,70.0,90,50,207.8076923076923,4045,mango,0,50,19,8,8.305484017727691
Pirojpur,Kharif 1,Mango,3842,18.98,25.73,30.67,5.96,31.5,27.0,36,70.0,90,50,175.42564102564103,4734,mango,0,51,19,8,8.462737005620179
Rajbari,Kharif 1,Mango,2771,19.18,28.05,30.11,5.92,31.5,27.0,36,70.0,90,50,155.864898989899,16516,mango,0,52,19,8,9.71214543252109
Rangamati,Kharif 1,Mango,3748,21.38,26.14,30.5,5.87,31.5,27.0,36,70.0,90,50,204.11111111111111,6125,mango,0,54,19,8,8.72029728739272
Rangpur,Kharif 1,Mango,951,20.8,27.93,32.22,5.51,31.5,27.0,36,70.0,90,50,179.6013888888889,23677,mango,0,55,19,8,10.072301625971582
Satkhira,Kharif 1,Mango,3161,18.75,23.78,32.24,5.8,31.5,27.0,36,70.0,90,50,140.35353535353536,9998,mango,0,56,19,8,9.21024036697585
Shariatpur,Kharif 1,Mango,10042,19.69,26.23,30.9,5.85,31.5,27.0,36,70.0,90,50,155.864898989899,5884,mango,0,57,19,8,8.680162019694377
Sherpur,Kharif 1,Mango,2355,21.53,27.13,31.44,6.07,31.5,27.0,36,70.0,90,50,181.08838383838383,11468,mango,0,58,19,8,9.347403022364523
Sirajganj,Kharif 1,Mango,772,20.24,25.7,30.84,5.64,31.5,27.0,36,70.0,90,50,142.85416666666666,23547,mango,0,59,19,8,10.066796170148152
Sunamganj,Kharif 1,Mango,1667,22.86,25.65,29.09,5.55,31.5,27.0,36,70.0,90,50,333.72557471264366,13915,mango,0,60,19,8,9.540794536271832
Sylhet,Kharif 1,Mango,1487,20.54,26.09,31.28,5.62,31.5,27.0,36,70.0,90,50,333.72557471264366,4978,mango,0,61,19,8,8.512984346642183
Tangail,Kharif 1,Mango,2204,20.3,27.66,27.42,5.54,31.5,27.0,36,70.0,90,50,153.4104938271605,18336,mango,0,62,19,8,9.816676155549164
Thakurgaon,Kharif 1,Mango,4179,19.7,26.87,31.81,6.0,31.5,27.0,36,70.0,90,50,154.21843434343435,28967,mango,0,63,19,8,10.273947051445477
Barguna,Kharif 2,Mashkalai,210,41.72,65.01,18.26,7.39,27.5,20.0,35,35.0,45,25,207.8076923076923,80,blackgram,1,2,20,1,4.394449154672439
Barishal,Kharif 2,Mashkalai,4,42.32,69.32,19.88,7.16,27.5,20.0,35,35.0,45,25,175.42564102564103,2,blackgram,1,3,20,1,1.0986122886681098
Bogura,Kharif 2,Mashkalai,696,36.82,65.45,17.4,7.06,27.5,20.0,35,35.0,45,25,142.85416666666666,327,blackgram,1,5,20,1,5.793013608384144
Brahmanbaria,Kharif 2,Mashkalai,1022,35.61,65.34,19.73,7.06,27.5,20.0,35,35.0,45,25,185.7563131313132,474,blackgram,1,6,20,1,6.163314804034641
Chandpur,Kharif 2,Mashkalai,623,41.24,73.09,18.57,6.8,27.5,20.0,35,35.0,45,25,168.796875,203,blackgram,1,7,20,1,5.318119993844216
Chapai Nawabganj,Kharif 2,Mashkalai,23226,37.37,65.91,20.26,7.19,27.5,20.0,35,35.0,45,25,124.92,7843,blackgram,1,8,20,1,8.967504187316237
Chattogram,Kharif 2,Mashkalai,82,34.85,69.02,19.24,7.12,27.5,20.0,35,35.0,45,25,243.94444444444449,37,blackgram,1,9,20,1,3.6375861597263857
Chuadanga,Kharif 2,Mashkalai,904,40.95,68.04,19.7,7.29,27.5,20.0,35,35.0,45,25,129.44444444444446,298,blackgram,1,10,20,1,5.700443573390687
Cumilla,Kharif 2,Mashkalai,423,40.01,70.58,18.56,7.1,27.5,20.0,35,35.0,45,25,185.7563131313132,174,blackgram,1,12,20,1,5.1647859739235145
Dhaka,Kharif 2,Mashkalai,1434,42.03,68.34,18.71,6.94,27.5,20.0,35,35.0,45,25,169.94262295081967,631,blackgram,1,13,20,1,6.448889394146858
Dinajpur,Kharif 2,Mashkalai,645,40.22,69.53,20.23,7.15,27.5,20.0,35,35.0,45,25,154.21843434343435,319,blackgram,1,14,20,1,5.768320995793772
Faridpur,Kharif 2,Mashkalai,1969,39.78,83.36,21.18,7.29,27.5,20.0,35,35.0,45,25,155.864898989899,776,blackgram,1,15,20,1,6.655440350367647
Feni,Kharif 2,Mashkalai,114,42.23,59.03,18.31,6.89,27.5,20.0,35,35.0,45,25,248.1727642276423,37,blackgram,1,16,20,1,3.6375861597263857
Gaibandha,Kharif 2,Mashkalai,820,39.32,74.45,20.48,7.15,27.5,20.0,35,35.0,45,25,179.6013888888889,304,blackgram,1,17,20,1,5.720311776607412
Gazipur,Kharif 2,Mashkalai,632,40.66,66.31,16.74,7.18,27.5,20.0,35,35.0,45,25,169.94262295081967,159,blackgram,1,18,20,1,5.075173815233827
Gopalganj,Kharif 2,Mashkalai,389,40.79,68.63,17.86,6.98,27.5,20.0,35,35.0,45,25,155.864898989899,132,blackgram,1,19,20,1,4.890349128221754
Jamalpur,Kharif 2,Mashkalai,4169,42.4,65.75,17.68,7.18,27.5,20.0,35,35.0,45,25,181.08838383838383,1479,blackgram,1,21,20,1,7.299797366758161
Jashore,Kharif 2,Mashkalai,908,39.6,65.16,17.41,6.89,27.5,20.0,35,35.0,45,25,134.2247474747475,341,blackgram,1,22,20,1,5.834810737062605
Jhenaidah,Kharif 2,Mashkalai,1710,41.31,61.33,18.99,6.94,27.5,20.0,35,35.0,45,25,134.2247474747475,583,blackgram,1,24,20,1,6.369900982828227
Joypurhat,Kharif 2,Mashkalai,147,37.86,70.51,19.68,7.36,27.5,20.0,35,35.0,45,25,142.85416666666666,56,blackgram,1,25,20,1,4.04305126783455
Khulna,Kharif 2,Mashkalai,105,40.0,62.9,19.55,6.95,27.5,20.0,35,35.0,45,25,144.96843434343435,45,blackgram,1,27,20,1,3.828641396489095
Kishoreganj,Kharif 2,Mashkalai,1059,42.63,65.65,20.0,7.24,27.5,20.0,35,35.0,45,25,181.08838383838383,558,blackgram,1,28,20,1,6.326149473155099
Kurigram,Kharif 2,Mashkalai,2084,41.16,72.56,19.16,6.97,27.5,20.0,35,35.0,45,25,179.6013888888889,881,blackgram,1,29,20,1,6.782192056006791
Kushtia,Kharif 2,Mashkalai,620,39.96,65.3,17.87,7.35,27.5,20.0,35,35.0,45,25,129.44444444444446,308,blackgram,1,30,20,1,5.733341276897746
Lakshmipur,Kharif 2,Mashkalai,77,41.98,68.92,20.46,6.86,27.5,20.0,35,35.0,45,25,185.7563131313132,18,blackgram,1,31,20,1,2.9444389791664403
Lalmonirhat,Kharif 2,Mashkalai,218,43.36,64.51,18.56,7.23,27.5,20.0,35,35.0,45,25,179.6013888888889,85,blackgram,1,32,20,1,4.454347296253507
Madaripur,Kharif 2,Mashkalai,1075,41.36,70.54,18.16,6.94,27.5,20.0,35,35.0,45,25,160.41666666666666,429,blackgram,1,33,20,1,6.063785208687608
Magura,Kharif 2,Mashkalai,158,40.04,70.25,19.03,7.09,27.5,20.0,35,35.0,45,25,134.2247474747475,64,blackgram,1,34,20,1,4.174387269895637
Manikganj,Kharif 2,Mashkalai,8930,36.87,74.95,18.19,6.91,27.5,20.0,35,35.0,45,25,169.94262295081967,3495,blackgram,1,35,20,1,8.159374736775426
Meherpur,Kharif 2,Mashkalai,1733,37.46,66.76,18.76,7.31,27.5,20.0,35,35.0,45,25,129.44444444444446,841,blackgram,1,36,20,1,6.7357800142423265
Moulvibazar,Kharif 2,Mashkalai,267,39.29,70.18,19.64,6.95,27.5,20.0,35,35.0,45,25,333.72557471264366,122,blackgram,1,37,20,1,4.812184355372417
Munshiganj,Kharif 2,Mashkalai,158,38.56,67.87,19.64,7.25,27.5,20.0,35,35.0,45,25,169.94262295081967,70,blackgram,1,38,20,1,4.2626798770413155
Mymensingh,Kharif 2,Mashkalai,2050,39.57,72.72,18.2,7.06,27.5,20.0,35,35.0,45,25,181.08838383838383,801,blackgram,1,39,20,1,6.687108607866515
Naogaon,Kharif 2,Mashkalai,579,40.16,64.56,18.68,7.11,27.5,20.0,35,35.0,45,25,124.92,241,blackgram,1,40,20,1,5.488937726156687
Narail,Kharif 2,Mashkalai,103,41.29,70.49,20.48,7.16,27.5,20.0,35,35.0,45,25,134.2247474747475,36,blackgram,1,41,20,1,3.6109179126442243
Narayanganj,Kharif 2,Mashkalai,45,39.85,66.68,19.81,6.97,27.5,20.0,35,35.0,45,25,169.94262295081967,18,blackgram,1,42,20,1,2.9444389791664403
Narsingdi,Kharif 2,Mashkalai,501,41.19,67.21,21.64,7.17,27.5,20.0,35,35.0,45,25,169.94262295081967,228,blackgram,1,43,20,1,5.43372200355424
Natore,Kharif 2,Mashkalai,701,40.17,67.84,20.6,7.46,27.5,20.0,35,35.0,45,25,124.92,233,blackgram,1,44,20,1,5.455321115357702
Netrokona,Kharif 2,Mashkalai,341,35.28,68.49,20.56,6.96,27.5,20.0,35,35.0,45,25,181.08838383838383,205,blackgram,1,45,20,1,5.327876168789581
Nilphamari,Kharif 2,Mashkalai,93,37.76,67.0,17.64,7.38,27.5,20.0,35,35.0,45,25,179.6013888888889,37,blackgram,1,46,20,1,3.6375861597263857
Noakhali,Kharif 2,Mashkalai,121,39.67,68.34,20.12,7.45,27.5,20.0,35,35.0,45,25,185.7563131313132,40,blackgram,1,47,20,1,3.713572066704308
Pabna,Kharif 2,Mashkalai,4860,37.12,73.86,19.18,6.96,27.5,20.0,35,35.0,45,25,124.92,2341,blackgram,1,48,20,1,7.758760544157663
Panchagar,Kharif 2,Mashkalai,310,41.46,71.46,18.6,6.82,27.5,20.0,35,35.0,45,25,154.21843434343435,136,blackgram,1,49,20,1,4.919980925828125
Rajbari,Kharif 2,Mashkalai,1036,39.51,63.87,19.82,7.53,27.5,20.0,35,35.0,45,25,155.864898989899,436,blackgram,1,52,20,1,6.07993319509559
Rajshahi,Kharif 2,Mashkalai,8204,43.6,71.34,18.23,7.14,27.5,20.0,35,35.0,45,25,124.92,3059,blackgram,1,53,20,1,8.026170194946426
Rangpur,Kharif 2,Mashkalai,1197,39.21,73.43,18.5,6.88,27.5,20.0,35,35.0,45,25,179.6013888888889,564,blackgram,1,55,20,1,6.336825731146441
Satkhira,Kharif 2,Mashkalai,330,38.55,65.02,19.49,7.36,27.5,20.0,35,35.0,45,25,140.35353535353536,97,blackgram,1,56,20,1,4.584967478670572
Shariatpur,Kharif 2,Mashkalai,238,39.29,66.54,18.89,7.01,27.5,20.0,35,35.0,45,25,155.864898989899,128,blackgram,1,57,20,1,4.859812404361672
Sherpur,Kharif 2,Mashkalai,1359,39.09,60.83,18.99,7.14,27.5,20.0,35,35.0,45,25,181.08838383838383,762,blackgram,1,58,20,1,6.637258031284457
Sirajganj,Kharif 2,Mashkalai,7306,40.43,65.88,20.12,7.33,27.5,20.0,35,35.0,45,25,142.85416666666666,2459,blackgram,1,59,20,1,7.807916628926408
Sunamganj,Kharif 2,Mashkalai,278,40.41,71.5,18.04,7.03,27.5,20.0,35,35.0,45,25,333.72557471264366,119,blackgram,1,60,20,1,4.787491742782046
Sylhet,Kharif 2,Mashkalai,131,40.03,65.58,21.49,7.12,27.5,20.0,35,35.0,45,25,333.72557471264366,67,blackgram,1,61,20,1,4.219507705176107
Tangail,Kharif 2,Mashkalai,13122,41.07,70.06,17.14,7.13,27.5,20.0,35,35.0,45,25,153.4104938271605,3898,blackgram,1,62,20,1,8.268475388982598
Thakurgaon,Kharif 2,Mashkalai,803,42.88,66.7,18.55,7.28,27.5,20.0,35,35.0,45,25,154.21843434343435,258,blackgram,1,63,20,1,5.556828061699537
Bagerhat,Kharif 2,Motor,141,22.66,48.94,20.68,6.95,22.5,15.0,30,82.5,90,75,144.96843434343435,45,mothbeans,1,0,21,9,3.828641396489095
Bandarban,Kharif 2,Motor,64,19.53,44.7,20.94,6.78,22.5,15.0,30,82.5,90,75,243.94444444444449,24,mothbeans,1,1,21,9,3.2188758248682006
Barguna,Kharif 2,Motor,18,18.15,48.26,20.11,6.84,22.5,15.0,30,82.5,90,75,207.8076923076923,17,mothbeans,1,2,21,9,2.8903717578961645
Barishal,Kharif 2,Motor,28,22.64,39.39,20.16,6.75,22.5,15.0,30,82.5,90,75,175.42564102564103,14,mothbeans,1,3,21,9,2.70805020110221
Brahmanbaria,Kharif 2,Motor,56,19.93,51.48,21.92,7.22,22.5,15.0,30,82.5,90,75,185.7563131313132,19,mothbeans,1,6,21,9,2.995732273553991
Chandpur,Kharif 2,Motor,95,19.12,50.25,21.25,6.65,22.5,15.0,30,82.5,90,75,168.796875,49,mothbeans,1,7,21,9,3.912023005428146
Chapai Nawabganj,Kharif 2,Motor,397,22.14,49.35,21.29,6.67,22.5,15.0,30,82.5,90,75,124.92,123,mothbeans,1,8,21,9,4.820281565605037
Chattogram,Kharif 2,Motor,132,22.42,52.39,19.06,6.65,22.5,15.0,30,82.5,90,75,243.94444444444449,46,mothbeans,1,9,21,9,3.8501476017100584
Chuadanga,Kharif 2,Motor,118,20.7,45.28,20.13,6.98,22.5,15.0,30,82.5,90,75,129.44444444444446,53,mothbeans,1,10,21,9,3.9889840465642745
Cumilla,Kharif 2,Motor,43,20.74,50.7,19.01,6.8,22.5,15.0,30,82.5,90,75,185.7563131313132,22,mothbeans,1,12,21,9,3.1354942159291497
Dhaka,Kharif 2,Motor,205,21.94,47.33,20.67,6.64,22.5,15.0,30,82.5,90,75,169.94262295081967,114,mothbeans,1,13,21,9,4.74493212836325
Dinajpur,Kharif 2,Motor,59,19.54,51.28,19.58,6.85,22.5,15.0,30,82.5,90,75,154.21843434343435,8,mothbeans,1,14,21,9,2.1972245773362196
Faridpur,Kharif 2,Motor,1319,21.68,44.82,21.03,6.51,22.5,15.0,30,82.5,90,75,155.864898989899,538,mothbeans,1,15,21,9,6.289715570908998
Feni,Kharif 2,Motor,318,21.42,45.63,18.93,6.86,22.5,15.0,30,82.5,90,75,248.1727642276423,175,mothbeans,1,16,21,9,5.170483995038151
Gaibandha,Kharif 2,Motor,7,22.19,46.26,22.32,7.01,22.5,15.0,30,82.5,90,75,179.6013888888889,2,mothbeans,1,17,21,9,1.0986122886681098
Gazipur,Kharif 2,Motor,7,21.59,46.49,19.14,6.57,22.5,15.0,30,82.5,90,75,169.94262295081967,2,mothbeans,1,18,21,9,1.0986122886681098
Gopalganj,Kharif 2,Motor,574,20.19,44.97,20.5,6.52,22.5,15.0,30,82.5,90,75,155.864898989899,242,mothbeans,1,19,21,9,5.493061443340548
Jamalpur,Kharif 2,Motor,37,21.24,47.26,19.54,6.7,22.5,15.0,30,82.5,90,75,181.08838383838383,14,mothbeans,1,21,21,9,2.70805020110221
